#Table1,,,,,
u,g,r,i,z,redshift
24.32359,22.06273,20.93446,19.45959,18.92444,0.73873
20.46467,18.54287,17.46848,16.96014,16.54869,0.1421697
19.82799,18.2527,17.37962,16.8344,16.54924,0.1416828
25.05519,20.90585,19.07779,18.32158,17.80218,0.4432411
21.29209,20.48243,20.29449,20.31171,20.0417,2.38707
25.69833,21.02297,19.42957,18.62593,18.14675,0.4494886
25.49617,21.86306,21.14703,19.73266,19.02152,0.7388038
23.18427,21.35361,21.07668,20.79692,20.88949,0.000236788
18.47916,17.20074,16.64365,16.32287,16.12389,0.06988788
18.68942,17.69706,17.36699,17.14236,16.97822,0.03780224
25.08565,24.35154,21.93462,20.51673,20.04003,0.6447183
18.67659,17.02297,16.17337,15.74568,15.40087,0.06965949
19.5536,18.19442,17.41921,17.00454,16.69088,0.117257
23.12382,22.96124,21.54171,20.29189,21.06412,0.8212097
25.80133,22.53445,20.61679,19.55521,19.01545,0.5847964
24.90162,22.10031,20.55417,19.62931,19.14068,0.4789254
22.71616,22.49643,20.86064,19.87613,19.34359,0.5872686
25.69599,22.58957,20.60884,19.46464,18.93941,0.6012056
20.3353,18.12227,16.88881,16.39805,16.00761,0.1890033
20.18892,19.97558,20.29914,20.57403,20.49288,-0.000155356
18.06207,16.12436,15.21216,14.78048,14.44132,0.04110818
24.88754,22.74359,20.89071,19.54487,19.00342,0.5917079
19.52864,18.35049,17.6399,17.21082,17.03321,0.1470377
23.91275,22.5032,21.21847,20.16851,19.8721,0.520512
19.99565,19.21389,18.76364,18.56067,19.39484,0.04249018
24.36405,21.49588,19.81503,18.95875,18.51489,0.000219349
19.74522,18.00937,17.23207,16.93171,16.74726,-1.84E-05
24.22082,21.39992,19.79295,18.72764,18.11341,-0.000458644
23.44471,21.73205,20.0852,19.16054,18.71674,0.5158929
25.51674,22.50894,20.80812,19.90214,19.32979,0.5304745
19.58814,17.65398,16.65539,16.23088,15.85844,0.09953947
20.36537,18.37295,17.48274,17.12544,16.83015,0.09925046
22.12967,22.3475,20.75522,19.77086,19.55899,0.537289
19.09535,17.21788,16.30226,15.92056,15.58989,0.09970358
20.73553,19.46727,18.88053,18.64972,18.50596,0.000583925
20.71811,18.50414,17.4676,17.09098,16.86048,-0.000212937
19.43989,18.25998,17.72618,17.3719,17.20894,0.06380439
17.40322,16.38622,16.01161,15.86868,15.80709,0.000117097
23.42698,20.81149,19.11908,18.42549,17.98051,0.3854247
16.52147,15.34416,14.83595,14.61737,14.50067,0.000502041
22.70408,22.50281,20.61834,19.53666,19.12016,0.5320156
24.19694,21.52195,20.09408,19.43456,18.9852,0.000283961
17.94172,16.95322,16.49783,16.35347,16.25238,0.000131105
23.74062,21.65839,21.71467,21.89901,21.25352,0.000308282
17.35557,16.31992,16.01115,15.92031,15.89397,-0.000114803
16.43975,15.49616,15.10993,14.97314,14.9166,1.273077E-05
20.19481,18.32782,17.51337,17.23579,17.07705,-0.000159346
19.75847,18.25067,17.52559,17.10724,16.81232,0.1029717
20.41774,19.29834,18.80927,18.70893,18.64442,0.000466966
17.13144,16.01034,15.78126,15.7427,15.7451,-0.0002442
25.57926,22.37305,20.65048,19.49792,19.28483,0.557654
25.69382,22.04252,20.31849,19.28612,18.89071,0.5314872
22.79082,22.20751,20.82615,19.83243,19.45251,0.6368224
17.98441,16.89457,16.44675,16.26173,16.16233,4.725063E-05
18.76454,17.50408,16.95358,16.72315,16.60064,0.000576259
18.8628,18.53144,18.19045,18.17853,18.15688,1.005104
22.59673,21.85341,21.73841,21.78116,21.50597,-0.000613535
20.02267,19.15761,18.83586,18.76735,18.71374,7.183658E-05
24.57233,22.1985,19.94328,18.86768,18.54365,0.5597832
18.7511,16.94146,16.08622,15.69205,15.37165,0.04339977
20.68461,18.103,16.72157,15.991,15.5684,-0.00015004
19.3647,17.68987,16.84094,16.42948,16.28495,0.0430463
17.27529,16.36855,16.04668,15.99549,15.95272,-8.63E-05
22.95411,21.81858,21.63018,21.66462,21.58523,8.102887E-05
25.89713,24.82489,23.56638,21.21222,19.19296,0.3336692
19.92729,17.38709,16.24222,15.8321,15.60361,-4.08E-05
23.01032,22.6292,19.37056,18.53336,18.21701,0.3361855
19.39818,19.36444,19.28526,18.94987,18.79534,1.967892
21.10299,20.11671,19.95912,19.7308,19.72485,0
24.13434,23.10762,21.16612,20.06801,19.47673,0.5747482
23.89476,23.31564,21.11785,20.01571,19.41698,0.8257765
24.28763,22.96236,21.18032,19.86022,19.10544,0.7103829
24.84901,22.05165,20.96695,20.52069,20.43307,6.269233
18.55455,17.38288,16.85493,16.48725,16.31991,0.06797858
20.53231,18.72849,17.86058,17.49476,17.17666,0.08729492
22.15468,20.02,18.26823,17.65019,17.23727,0.3350906
23.33973,21.1801,19.39606,18.65937,18.23897,0.4140762
21.90577,20.68463,20.21744,20.03134,19.88454,0.000239779
17.1685,15.69857,15.00803,14.64114,14.37541,0.04034282
19.69105,18.3936,17.61033,17.15031,16.85174,0.1129077
19.15268,18.19986,17.92272,17.80165,17.74829,-0.000426859
19.4095,18.67537,18.46903,18.17624,18.1178,0.05284212
19.42963,18.33191,18.20323,18.1987,18.2199,-0.000817517
19.36526,19.25771,19.12723,18.78703,18.76191,1.760031
19.83277,17.7324,16.49477,16.0027,15.66131,0.1753258
23.58999,20.44695,18.79905,18.21621,17.87836,0.3118693
18.74623,17.66712,17.19659,17.01031,16.9326,-0.000964143
21.59149,19.17158,17.67726,17.11123,16.72423,0.235007
17.21712,15.99483,15.56339,15.41577,15.3763,1.635785E-05
23.00783,22.52556,20.79413,19.94085,19.55262,0.553188
21.42833,20.80886,20.68513,20.6467,20.18976,2.362795
22.91397,20.53027,18.79406,18.15034,17.76791,0.3341717
22.11936,20.58627,18.71788,18.09945,17.66703,0.3602589
24.41542,21.15881,19.45736,18.73538,18.20426,0.3597436
20.9254,18.8235,17.59238,17.126,16.71863,0.1750458
25.84911,22.14798,20.36076,19.35792,18.94684,0.5525118
20.32961,18.33068,17.32242,16.87794,16.51311,0.112536
19.984,19.09612,19.02606,18.40916,18.42913,0.2099304
18.46793,18.22657,18.22423,18.08027,18.05953,1.639496
19.14602,18.15613,17.82858,17.70603,17.66971,-0.000162979
18.03343,16.96609,16.8497,16.82709,16.85008,-0.000282146
20.12947,18.04851,16.87538,16.61753,16.35061,-0.00016248
24.35773,22.4628,21.1224,19.98084,19.49716,0.5193725
24.55819,22.86493,20.87885,20.04242,19.41547,0.5141047
21.93021,19.80915,18.20827,17.58998,17.23613,0.3105668
18.0148,16.80293,16.27286,16.05801,15.95685,-0.000138929
23.15773,22.54548,21.13882,20.16546,19.82764,0.6066596
24.12089,22.82117,20.70488,19.40215,18.80975,0.6355395
23.8793,21.46913,19.7149,18.91604,18.43663,0.4431139
22.9065,21.71686,19.96345,19.1172,18.65096,0.443043
20.18458,18.79643,18.22939,17.9936,17.88474,5.318534E-05
19.50858,18.38037,18.30752,18.33813,18.39319,5.26882E-05
-9999,-9999,18.53601,18.62557,18.6728,-0.000331693
23.50486,21.61737,19.74067,18.97619,18.52196,0.3492061
25.66772,22.45491,20.73114,19.75659,19.23273,0.5320604
23.57873,22.39986,20.9089,19.93432,19.39417,-2.04E-05
18.44865,18.24813,18.16364,17.88203,17.87663,1.692975
18.81512,17.62709,17.8121,17.95177,18.02573,0.00040115
17.74343,16.64071,16.66866,16.7095,16.75649,-0.00012427
19.10694,17.717,17.06656,16.8004,16.56743,0.00554662
22.7926,19.85061,18.35312,17.75936,17.32899,0.2340025
23.50509,20.34708,18.59363,17.96878,17.69086,0.3010642
21.89405,21.31848,21.23599,21.08603,20.55704,2.275776
22.97309,22.64591,20.99248,19.71585,19.0822,0.7195299
24.4368,21.74355,19.9203,18.85351,18.30842,0.5424714
22.77275,21.94129,20.25786,19.32247,18.76082,0.5010223
23.03195,22.0468,22.00914,21.97711,22.31255,-9.60E-05
17.49656,16.49883,16.2697,16.19641,16.19189,0.000326769
17.97042,16.48779,15.85374,15.60425,15.44877,-0.00043077
26.04856,22.50955,20.8207,19.72188,19.17661,0.5579908
23.24473,21.03624,19.31749,18.64593,18.19121,0.3926309
20.94347,20.32184,20.19621,20.22099,19.87058,2.259414
20.53869,19.54507,19.31306,19.20544,19.12294,-0.000609821
19.908,18.77964,18.287,18.04825,17.91626,-0.000355325
20.78934,19.62289,19.46756,19.39752,19.29542,1.860166E-05
19.02135,18.04371,17.85448,17.7672,17.72792,-0.000419476
24.40781,22.79698,21.05525,19.88663,19.45017,0.5403479
25.93229,21.49879,19.7511,18.94281,18.46917,0.44876
23.41237,22.61252,20.98862,20.00627,19.46139,0.504386
22.3246,20.93485,19.1059,18.4539,18.10117,0.3434902
23.73377,21.77502,21.45473,21.31443,21.41249,0.000797197
20.55746,19.95926,19.79965,18.96781,18.12414,-0.000161639
20.0855,19.08258,18.59361,18.37213,18.2503,6.855208E-05
23.33539,23.19354,21.12672,19.85753,19.23049,0.6367787
23.00494,22.2342,20.38307,19.52913,19.01446,0.4553476
23.78718,21.4827,19.76675,18.83389,18.30671,0.4754745
23.66162,21.41168,19.75444,18.71662,18.27725,0.5453303
22.71887,21.01364,19.27414,18.60446,18.32735,0.4094182
20.12501,18.90222,18.35679,18.12948,18.0305,-0.000274595
19.89879,18.67069,18.14224,17.92448,17.82159,-0.000530609
20.01426,18.61391,18.03303,17.83159,17.70098,3.413777E-05
23.76397,22.86649,20.72667,19.50306,18.83617,0.6065802
17.88213,16.42658,15.85747,15.6442,15.54078,0.000232214
25.03587,21.49306,19.6284,18.92434,18.58631,0.4374718
19.22478,18.77688,18.83614,18.67708,18.6999,0.6112232
18.38992,17.34672,17.00129,16.8558,16.81762,-0.000143143
24.07445,22.54437,20.70516,19.68703,19.15393,0.5455373
26.40538,23.62147,21.64392,20.44694,20.21573,0.683255
24.52363,21.72981,21.39369,21.97438,21.58672,-5.72E-05
20.08117,18.39752,17.4661,17.02117,16.70462,0.1113452
16.30312,15.07134,14.84544,14.78,14.77517,-0.000608538
19.75299,18.053,17.10675,16.62869,16.24496,0.08670919
18.94325,17.96598,17.61676,17.47433,17.43642,0.00035929
19.46692,18.01881,17.74425,17.32405,17.22302,-4.23E-05
23.67054,22.68501,20.87707,19.78798,19.36312,0.5474398
21.50301,19.87757,18.3005,17.68454,17.27116,0.2900547
22.08857,21.29768,21.1836,21.11129,20.69705,2.754431
21.50314,20.9357,20.84572,20.73576,20.50489,2.160878
22.71829,20.49837,18.74694,18.0983,17.73691,0.3323112
18.77079,17.79073,17.47875,17.35925,17.29774,-0.000617748
22.98809,21.95495,20.30883,19.47381,20.96872,0.4323762
19.01852,19.07464,19.3264,19.519,19.63577,-9.73E-06
22.40923,20.23727,18.68271,18.03753,17.69526,0.3000022
19.49983,17.96017,17.26505,16.83799,16.59548,0.1124019
20.80826,18.85833,17.84469,17.39292,17.04365,0.09400485
20.39802,19.2136,19.05573,18.99341,19.02991,7.643085E-05
19.54225,18.40664,17.82269,17.4341,17.26038,0.08795684
24.68243,22.35271,20.75993,19.41798,18.79697,0.6203364
19.72879,18.2227,17.45448,16.98873,16.65494,0.1212614
22.68058,20.9089,19.12698,18.20576,17.70162,0.7578455
17.89555,17.48888,17.44009,17.49407,17.57184,-7.04E-05
20.41529,18.14021,17.04869,16.53462,16.15125,0.1032547
19.00815,17.93777,17.44642,17.11042,16.95849,0.08120342
19.35087,18.14243,17.61327,17.2913,17.12773,0.09456378
18.72535,17.42013,17.3076,16.59681,16.43557,-9.98E-05
24.63471,22.96336,21.33116,20.2659,19.8301,-4.94E-06
19.81544,18.09768,17.08905,16.5219,16.13154,0.09406783
24.63469,25.1144,18.73958,18.2,18.46404,0.0941029
20.07427,18.17028,17.43262,17.065,16.81598,0.03774762
22.25083,21.58244,20.54236,19.77399,19.63237,0.5451472
21.59982,20.81396,20.81013,20.76574,20.54615,2.323812
19.83199,17.89314,16.91627,16.45536,16.11125,0.08269892
24.09566,20.71809,18.87608,18.23309,17.83618,0.3566684
22.58634,21.69202,19.75644,19.0218,18.55504,0.4081373
23.99086,21.99772,20.4582,19.60659,18.96707,0.3817801
23.45104,21.56755,19.75723,18.98609,18.53794,0.4432645
19.79445,18.13935,17.35294,16.96416,16.64149,0.03748205
18.12934,16.14146,15.23039,14.78253,14.43131,0.03696278
19.12278,17.94234,17.28613,16.89516,16.69047,0.1421489
16.51096,14.53083,13.5704,13.11638,12.81764,0.03656447
21.67182,20.63366,20.16064,19.50967,18.76311,-0.000262334
23.2981,22.70677,21.04714,19.97049,19.2622,0.5965186
22.06705,22.06141,20.78528,19.86486,19.52333,0.597438
24.68424,23.90016,21.87509,21.43032,21.33048,0.3465882
21.62205,20.89857,21.0378,20.9611,20.45839,2.303355
19.40572,18.20468,17.57117,17.20986,17.01209,0.08063264
20.70135,20.27676,19.98084,19.99934,19.88226,1.243396
18.87132,17.0152,16.03411,15.60002,15.24057,0.08682497
18.71739,16.8447,15.91783,15.48379,15.14037,0.07226273
24.21366,22.18227,20.40441,19.4108,18.83164,0.5076286
25.89327,22.72856,20.73965,19.8103,19.30231,0.4841464
20.94095,18.71383,17.59133,17.08058,16.66639,0.1224025
25.49011,22.8294,20.76692,19.49155,18.97453,0.5688869
19.61529,18.09156,17.34966,16.99953,16.74233,0.07297713
25.88919,22.91849,20.82902,19.8783,19.38143,0.5482818
25.33601,22.21127,20.67957,19.75143,19.15072,0.5244631
24.53339,21.66905,19.92747,19.09985,18.58807,0.4602753
23.03759,20.86379,18.93459,18.30263,18.00564,0.3644489
23.69341,21.71713,20.04575,19.10788,18.62762,0.5231742
23.74838,22.24146,20.64684,19.75074,19.38276,0.4748973
22.86361,22.0015,20.2253,19.10357,18.63848,0.5084366
22.35567,21.32915,20.45115,19.7133,19.08054,0.6382859
25.27066,22.53006,20.60518,19.62822,19.1271,0.5383655
18.60367,16.70164,15.76999,15.31554,14.95008,0.07216512
19.69346,18.09008,17.1726,16.74461,16.42736,0.1513095
18.14724,16.96028,16.31061,15.91915,15.69506,0.1199472
20.07096,19.48139,18.69717,18.37216,17.92672,0.3151511
20.85059,18.78215,17.65788,17.1568,16.77621,0.1505238
22.83278,20.63031,19.06494,18.27057,17.79253,7.960347E-05
24.14043,21.8516,20.31493,19.22219,18.76804,0.5580939
20.58052,18.57012,17.48089,16.98208,16.63783,0.1522726
19.95752,18.01042,17.08339,16.64795,16.35335,0.08007087
18.9664,17.88164,17.28113,16.89205,16.66426,0.08800626
19.03673,17.40306,16.48184,16.06462,15.74351,0.08029238
19.96017,18.29428,17.42501,16.99878,16.70413,0.08147386
19.81724,18.04966,17.04903,16.58489,16.22442,0.1351152
24.46765,23.01065,20.85999,19.77715,19.28194,0.5493619
19.84079,18.48287,17.77114,17.34938,17.01793,0.07412795
18.8985,17.35386,16.59441,16.20499,15.91412,0.05948211
22.77702,23.51471,21.19563,19.75294,19.139,5.044084
20.3772,18.66213,17.7134,17.23889,16.8621,0.08769701
19.8208,18.42089,17.52162,17.0818,16.78076,0.1507876
19.57931,18.55599,17.33827,17.80756,17.4488,5.080449E-05
24.86325,21.72926,20.36413,19.56562,19.01035,0.6013116
20.05021,19.69694,19.72971,19.70697,19.6512,0.682298
19.85398,17.97983,17.09779,16.69863,16.35341,0.05145039
19.31868,18.05825,17.44019,17.10903,16.86737,0.07744272
19.57235,18.18137,17.38634,16.93528,16.62593,0.09348191
25.43534,22.8668,21.12048,19.96257,19.45676,0.5575291
22.34765,21.68011,20.70875,19.7287,19.38809,0.6077646
23.79095,24.82322,22.08347,21.27985,21.35177,-0.00015407
24.08751,24.68389,21.0759,19.80298,19.40544,0.5861529
22.87746,21.27151,21.05015,21.79789,21.53463,-0.000538104
23.80183,21.80478,20.12385,19.16094,18.62433,0.5074522
24.44697,21.56604,19.4689,18.78913,18.45098,0.4061309
22.19843,19.91323,18.19951,17.90478,17.49486,0.3240597
22.32946,21.55747,21.29476,21.36917,21.534,0.08659726
19.17461,17.05566,16.04446,15.59306,15.20858,0.09404372
23.63372,22.21803,20.90581,19.92628,19.44501,0.6087336
22.58769,22.08046,20.63756,19.62003,19.00439,0.6067491
22.9739,21.61403,21.49959,21.46794,21.36377,6.115775E-05
21.8571,21.1796,20.04414,19.18177,18.74585,0.6326876
19.81533,18.35088,17.43642,16.97247,16.61167,0.1130655
22.55534,22.25458,20.66079,19.39742,18.92818,0.5928453
22.94795,21.73483,20.46643,19.60607,19.22636,0.5487285
23.42946,21.12368,19.96358,18.98217,18.54604,0.55935
20.26661,18.16722,17.08663,16.61742,16.25686,0.126104
25.3674,20.83459,19.01347,18.38726,17.96702,0.3462003
16.98948,15.8681,15.33698,15.0175,14.84769,0.03063598
18.77701,18.58197,18.51498,18.27264,18.24195,1.85163
23.87551,21.99659,20.10798,19.24415,18.80689,0.4988221
22.74687,22.20826,20.94086,20.01336,19.71812,0.5656883
24.47068,22.20016,20.7651,19.54195,18.97597,0.5591958
22.65438,21.7373,19.743,19.07345,18.70176,0.3307313
19.26014,18.27402,17.88486,17.56656,17.46192,0.0849696
19.14988,16.9245,15.93947,15.57331,15.35312,-0.000109016
19.73554,18.38573,17.88074,17.73771,17.68503,-0.00023735
19.76628,19.37177,19.25129,19.02684,19.05373,1.574496
19.84567,18.16356,17.38576,16.96339,16.61635,0.08413158
20.10616,18.91569,18.90438,18.88439,18.90968,0.000370654
22.34526,20.77374,18.98671,18.31776,17.92688,0.3557568
23.82342,22.52915,20.84913,19.83085,19.58733,0.8177488
25.06496,22.65528,20.78116,19.67903,19.30938,0.5590734
20.49417,19.53892,19.14159,19.00234,18.92069,-0.00070477
21.72781,19.21328,17.6967,17.11771,16.75087,0.2493866
21.64289,21.64799,20.59969,19.62648,19.81568,0.7253364
23.5601,21.79885,19.75056,18.64079,18.22655,0.5598906
20.37709,18.72103,17.88305,17.35249,16.96173,0.07505435
19.9553,18.54778,17.8194,17.44648,17.17608,0.1021114
20.31923,18.31125,17.26742,16.79652,16.43625,0.102296
16.17474,15.59182,15.41703,15.35907,15.34584,-5.45E-05
23.37071,20.84378,18.96299,18.28017,17.87369,0.3314902
20.71574,20.25249,19.76016,19.72027,19.38544,0.9988693
20.95691,20.05009,19.8266,19.71285,19.41239,2.573071
23.10704,20.13159,18.5094,17.91048,17.48133,0.303322
19.25225,17.71097,16.80569,16.33258,15.93953,0.1159241
20.21312,18.31372,17.33307,16.86298,16.50037,0.09288623
19.56245,18.32137,17.79488,17.49718,17.36943,0.02900963
25.39459,21.72383,21.38415,21.48266,21.07365,3.217854
23.51355,21.77518,20.24225,20.24118,20.06864,-0.000112418
25.68473,22.3557,20.51338,19.50734,19.11972,0.5501901
24.98688,22.54365,20.84222,19.79828,19.44299,0.5584656
24.99614,22.14875,20.42701,19.35995,18.74949,0.5982794
25.4322,21.62024,20.34527,20.12763,19.82128,3.626537
22.43986,20.92413,19.38809,18.66537,18.12348,0.3354626
21.90594,19.25573,17.64706,17.04736,16.65713,0.2971726
20.01368,18.61157,17.87157,17.39951,17.12408,0.1518113
18.46561,17.33532,16.94593,16.70267,16.50857,0.04394962
19.49668,17.49405,16.33042,15.85443,15.49128,0.1435137
19.48632,17.5904,16.59647,16.12964,15.75668,0.1127516
19.80119,18.85362,18.76995,18.77933,18.75746,0.000594987
22.66105,21.3014,19.68109,18.77789,18.32665,0.4923489
23.59509,22.53053,20.74097,19.76493,19.52708,0.6177326
25.05054,22.79156,21.13529,20.04937,19.49134,0.5921233
24.05336,22.06807,20.97218,19.96422,19.43642,0.5318749
21.86146,20.86672,20.64235,20.55082,20.12698,-4.53E-05
19.6275,18.34914,17.77527,17.42913,17.26105,0.09708414
22.718,20.16814,18.54541,17.90393,17.52316,0.3001334
21.06067,18.98797,17.83588,17.33273,17.00388,0.1641706
19.82177,17.97921,16.90878,16.45399,16.1328,0.1638743
19.84166,17.78018,16.78552,16.31606,15.95831,0.09978596
20.64131,18.54845,17.51816,17.04284,16.69026,0.1090019
18.75924,17.36909,16.86825,16.67414,16.62369,0.000130251
23.92218,22.28874,20.57965,19.7593,19.42687,0.4371971
23.80381,22.157,20.37041,19.51396,19.00512,0.438463
23.11911,21.29232,19.47285,18.7476,18.23647,0.4393666
25.88222,22.01825,20.42551,19.42584,18.87897,0.4926063
25.27758,22.47076,21.10423,19.99319,19.67805,0.6169273
23.73794,21.46995,19.64286,18.8434,18.37615,0.4404441
23.0183,21.31573,19.98805,19.17793,18.57768,0.5508916
25.67041,21.18928,19.28058,18.55058,18.0251,0.4397718
20.0886,18.22513,17.32846,16.9146,16.58944,0.09899887
19.25882,17.28816,16.35462,15.8962,15.56052,0.07844694
20.16402,18.27429,17.28299,16.84144,16.45396,0.09778262
19.92653,19.13289,18.78641,18.36846,18.4127,0.1283838
25.86901,22.39523,20.70486,19.80761,19.30897,1.189632
24.59277,22.06323,20.38873,19.267,18.63695,0.5508235
23.43401,21.7896,20.09096,19.09693,18.49676,0.5500348
23.61702,22.03026,20.32846,19.46262,19.0169,0.4644919
22.12336,21.27886,20.18723,19.45835,19.06107,0.5507587
21.89645,21.47089,20.45985,19.65496,19.2645,0.6189721
24.55718,22.58409,20.68027,19.72593,19.46444,0.5495152
24.39813,22.93297,21.3686,20.30125,19.82005,0.5509878
19.47728,18.21787,17.08131,16.58151,16.27512,0.1855896
22.25924,20.05331,18.50208,17.88422,17.56434,0.2907464
23.04226,20.12577,18.42042,17.7978,17.42857,0.2891009
22.50847,21.6516,20.41202,19.59073,19.02542,0.5511777
18.66114,16.7582,15.76763,15.33188,14.96718,0.09699315
18.9951,17.50878,16.79379,16.42873,16.09831,0.049089
24.5442,20.79732,19.1867,18.47074,18.05808,0.4444155
23.34276,20.93317,19.20231,18.54515,18.17806,0.3676324
22.35769,21.71902,21.72025,21.6726,21.16129,2.271569
21.76079,20.76621,20.474,20.39829,20.07867,0.001137747
24.24738,21.00898,19.55068,18.67603,18.22027,0.000126214
22.53816,20.51556,19.05251,18.0713,17.52987,7.556431E-06
19.67476,18.39568,17.65913,17.26178,16.96898,0.1241883
23.28451,22.05427,20.5224,19.36964,18.94119,0.5511984
18.80836,17.78752,17.46603,17.09874,17.28994,0.000480948
19.09892,18.91131,18.60425,18.42069,18.45675,1.433218
23.27396,23.16274,21.69147,20.53366,20.09715,1.368931
25.59852,22.1001,20.734,19.87671,19.48395,0.5057719
18.5299,17.51939,17.04094,16.67303,16.49043,0.05012701
19.09491,17.65291,17.111,16.82319,16.61188,0.02806342
19.12834,17.66606,16.99724,16.64705,16.43376,0.02889753
18.08458,16.20524,15.31998,14.88322,14.53047,0.02912002
22.7379,21.66222,20.27541,19.35374,18.92834,0.6230361
21.1834,20.37487,20.23427,20.14013,20.06006,2.348655
22.00304,21.02658,20.72732,20.57618,20.31997,0.000318988
21.89085,19.84684,18.34882,17.77606,17.3769,0.2761124
18.40364,16.45518,15.49524,15.06929,14.73864,0.07468972
19.82241,18.01347,17.09773,16.62766,16.24331,0.05544734
20.58731,18.55663,17.68134,17.2567,16.95034,0.07468798
18.76457,16.97679,16.15501,15.7732,15.44912,0.03995889
24.21766,22.15727,21.92791,21.69361,21.47813,0.000957276
21.76513,20.8323,20.61807,20.65697,20.53263,2.669381
21.17347,20.73186,20.61624,20.63982,20.49627,1.293773
22.41462,21.4852,21.74045,21.51176,21.74318,2.334697
22.13007,21.2672,21.04644,20.88035,20.34589,0.000673395
18.63492,17.25964,16.60285,16.24259,15.96476,0.07260793
19.03135,18.26139,18.04354,17.80894,17.69863,0.0723842
19.61851,17.70463,16.84685,16.43495,16.11424,0.06420593
23.03403,21.93193,20.34131,19.57025,19.00628,0.4914171
26.80866,21.10468,19.47038,18.6952,18.21618,0.4364544
25.26888,21.88264,20.34738,19.35433,18.86041,0.3665677
22.00786,21.08251,20.85751,20.76008,20.45471,0.000509621
21.83466,19.77925,18.23327,17.64581,17.33457,0.2691203
18.45101,17.06994,16.4252,16.06989,15.81857,0.06425364
20.62029,18.78843,17.78452,17.35816,16.97045,0.1174877
21.24642,18.84941,17.62537,17.09205,16.7696,0.1840491
19.01166,18.93485,18.91153,18.81732,18.68516,1.428272
19.36394,18.65718,18.53045,18.23655,18.20452,0.5447735
19.36194,17.97678,17.49264,17.29495,17.35362,0.03957444
19.3219,17.34101,16.38181,15.86445,15.58928,0.09679831
23.88425,22.35118,20.68372,19.83905,19.96962,0.4965456
22.9094,21.5455,19.83821,19.00685,18.58326,0.4532422
25.72093,22.48236,20.92557,19.76199,19.35986,0.5745667
24.50337,22.0749,20.39683,19.40014,18.83772,0.5736172
22.9171,21.3032,21.13304,20.97254,20.5746,0.000962265
22.38403,22.10631,20.42392,19.61443,19.37918,0.5714756
22.1045,21.63159,21.35247,21.32098,21.05097,0.3528186
22.52778,21.80479,21.52987,21.61065,21.19408,0.000764894
24.50177,21.72316,20.38098,19.46029,19.25423,0.5593728
19.24698,17.96498,17.31983,16.92113,16.68223,0.09374503
19.91798,17.87103,16.85553,16.41178,16.03445,0.1065273
26.12446,22.35708,20.52408,19.18366,18.58397,0.68539
24.10012,22.10685,21.80201,21.66972,21.75588,1.000874
26.50169,21.19343,19.59594,18.77866,18.37967,0.4536338
22.70937,21.73808,21.58139,21.30864,20.87961,-0.000353202
25.71828,21.6669,20.17614,19.25369,18.80784,0.5046294
22.9725,21.54478,19.83886,18.78046,18.15756,0.5414166
20.58941,18.54361,17.52621,17.09678,16.74485,0.1229716
25.87218,20.32793,19.18268,18.01985,17.22634,7.106874E-05
23.49334,22.71567,20.95025,19.51841,19.04908,0.6854343
23.29968,22.37365,20.85419,19.81117,19.38057,0.5302042
24.19362,21.83802,20.22593,19.17678,18.68557,0.581349
24.65152,22.19105,20.72372,19.60823,19.22054,0.6170204
25.76171,22.4124,20.61054,19.65559,19.18008,0.5296936
22.29095,22.00637,20.47418,19.5552,19.13437,0.5388688
21.51341,20.89999,20.67063,20.55418,20.53222,2.364411
21.23132,20.45405,20.54307,20.55191,20.19007,2.324285
20.12743,18.21694,17.18302,16.75404,16.3751,0.122842
19.44392,18.03236,17.4294,17.09789,16.95759,0.08120644
22.88503,21.40681,19.56605,18.88407,18.51913,0.3344992
20.72079,18.54536,17.4456,16.9203,16.5313,0.1225726
23.10589,21.86698,20.37304,19.54691,19.16018,0.5887467
23.54019,22.98629,20.89841,19.74582,19.38051,0.5927989
23.20905,21.01418,19.74436,19.00395,18.6069,0.2008612
19.91316,18.99284,18.68236,18.56597,18.53605,0.00026087
19.20776,18.05229,17.53319,17.21308,17.02837,0.08865393
19.8389,18.13853,17.30116,16.84269,16.51007,0.06244914
19.57529,18.29108,17.67481,17.35592,17.0457,0.09735515
19.74622,18.18726,17.30965,16.89147,16.50521,0.1213906
18.39635,17.15434,16.74975,16.47535,16.29774,0.04209985
18.84909,17.61799,16.86366,16.38816,16.12932,0.1269682
23.92107,22.86641,21.06903,19.76356,19.40533,0.587636
24.40962,21.79288,20.13551,19.27267,18.8368,0.5054006
23.32012,22.11375,20.48371,19.37595,18.82012,0.5565727
23.9119,22.51656,20.76063,19.59209,19.10984,0.6295105
23.13611,21.19433,19.42023,18.74681,18.35308,0.3749821
21.80418,21.24937,21.11162,20.74681,20.21893,0.7064799
22.06151,20.37282,18.50521,17.86338,17.39841,0.3744542
20.13728,18.78309,17.8221,17.36285,17.02197,0.1841451
20.62059,18.98726,17.8718,17.36667,17.05293,0.2025281
20.27337,18.04023,16.67343,16.15933,15.81936,0.2034556
21.34888,19.05248,17.81188,17.30038,16.8979,0.1997119
21.42219,19.22695,17.75138,17.18253,16.7828,0.2392828
19.81874,18.70834,17.84386,17.41496,17.13988,0.198562
22.76699,20.72791,19.1317,18.44673,18.02473,0.4010563
21.35658,19.88289,18.33807,17.75817,17.32659,0.3214839
23.60563,21.85252,21.62006,21.88449,22.33059,-2.48E-05
