#Table1,,,,,
u,g,r,i,z,redshift
25.17122,21.61583,20.46889,19.59487,19.15446,0.5845007
21.38437,20.80161,20.44306,20.06982,19.81704,1.819153
23.6805,21.7992,21.85266,21.75618,21.83627,0.000100695
25.47643,21.64381,20.05876,18.80883,18.32826,0.6141306
25.90635,21.18531,19.48079,18.7463,18.14955,0.465768
23.92353,23.24771,21.18248,19.88175,19.34687,0.6917204
18.90945,16.89683,15.90006,15.45898,15.08494,0.0888958
20.20812,18.4798,17.35611,16.81715,16.43723,0.1628303
20.56229,18.73541,17.6736,17.16677,16.77463,0.1632557
19.87829,18.03083,17.08676,16.65184,16.32438,0.0887304
20.98571,19.37519,17.9,17.33081,17.01379,0.2573898
24.1331,21.90757,20.16649,19.24041,18.69066,0.5214534
22.93188,22.57266,20.82029,19.57313,19.13264,0.5837771
25.89158,23.39388,21.79999,20.16333,19.55521,0.7232205
18.75021,17.39184,16.71036,16.33653,16.06774,0.05578163
24.12118,20.17887,18.56447,17.99713,17.6425,0.2832895
21.49808,18.91603,17.49551,16.99743,16.60042,0.228619
19.49202,17.27975,16.63279,16.27065,16.05526,0.05554468
18.92757,16.93912,16.02978,15.60067,15.25112,0.05591327
18.43606,17.41866,16.82894,16.43812,16.19393,0.05620326
21.57862,21.12263,20.73857,19.73566,20.04944,0.5833431
21.73502,19.68555,18.2219,17.68102,17.3151,0.2285973
23.41021,19.79871,18.25832,17.68321,17.31026,0.2572553
26.03825,21.09139,19.2876,18.63677,18.28753,0.4029565
22.7892,21.98041,21.85217,21.85231,21.71982,-3.99E-05
19.0402,18.97301,18.64577,18.50916,18.57669,1.380833
18.62308,17.3915,17.57241,17.64577,17.71435,-0.000311667
20.38428,18.56317,17.54754,17.10359,16.80951,0.1475889
20.91646,19.19829,17.78843,17.24219,16.83829,0.2564118
19.63453,18.51933,17.73838,17.31973,17.04664,0.162824
20.26339,18.6083,17.71846,17.30834,16.99465,0.1061623
22.74056,19.72021,18.13478,17.55881,17.1753,0.2833726
21.65981,19.68571,18.30601,17.69861,17.33436,0.2215737
20.15195,18.79312,17.56718,17.06988,16.65049,0.2188286
22.92605,21.93109,21.83954,21.68465,21.97418,0.000345537
22.55652,21.45561,21.47426,21.39007,21.47531,0.000295589
26.7008,23.21971,21.13149,20.00513,19.52929,0.5784497
18.42516,18.57071,18.43024,18.40806,18.35974,-0.000119822
19.69536,17.63973,16.58279,16.07976,15.72572,0.1068504
19.33512,17.29455,16.26015,15.80484,15.46868,0.1064162
18.7802,17.39337,16.59262,16.14241,15.87195,0.137272
20.81044,18.74177,17.64472,17.16579,16.81589,0.1375248
20.26602,19.5703,19.44966,19.23566,18.89606,2.343695
20.18509,18.18124,17.16692,16.74184,16.40528,0.1076483
19.13739,17.97111,17.36914,16.99072,16.7819,0.10744
19.46136,17.50455,16.56508,16.1375,15.81092,0.08127476
23.78349,21.84301,20.39356,19.60012,19.27338,0.5350129
22.71909,21.86112,20.50862,19.71221,19.26705,0.000156073
24.69226,22.70783,21.24135,20.01262,19.56737,0.6045829
20.41125,19.79242,18.88268,18.46341,18.07703,0.2904889
20.02813,19.02832,18.81857,18.70264,18.64438,-0.000538089
21.37019,19.14777,17.62348,17.03697,16.701,0.2566839
21.03034,19.07186,17.79349,17.27535,16.92053,0.1801138
21.66864,19.51831,18.13013,17.52042,17.18809,0.2552121
22.71115,19.55235,18.01478,17.44639,17.14849,0.2440505
21.81277,19.5835,18.17085,17.54526,17.16753,0.2165569
23.31859,23.35375,21.02635,19.86151,19.42958,0.6411489
24.44838,21.78261,21.01741,19.79031,19.21759,0.000218982
23.94201,21.64119,20.4921,19.66261,19.35313,0.5908269
22.67818,21.24149,20.66389,19.96781,20.01834,0.6408049
22.37661,21.57414,20.36762,19.47943,19.13432,0.5704085
26.27099,25.19463,22.96048,20.36509,18.56322,-1.32E-05
19.48291,18.27766,17.56477,17.05985,16.80901,0.1060646
24.53017,21.7072,20.47601,20.36592,20.46948,4.001159
22.61708,22.57384,20.71596,19.68465,19.25101,0.5496094
22.51455,21.06188,19.10523,18.3785,17.92162,0.3699127
22.72578,22.12781,21.05989,20.00167,19.72517,0.6266395
24.52299,22.55847,20.79708,19.75042,19.16595,0.570637
25.12031,21.68019,19.99062,19.20475,18.77846,0.3693055
23.04482,21.6741,20.32652,19.48317,18.9522,0.5309973
23.69232,22.15215,20.94861,20.05527,19.92341,0.5711889
26.45411,22.43167,21.13669,19.49243,19.17764,0.7222412
22.49601,22.52854,21.2386,19.91211,19.21827,0.7236071
18.72055,18.56089,18.44526,18.26687,18.04005,2.050211
16.47707,15.33635,15.38464,15.45339,15.5344,-0.000364328
20.8577,18.74904,17.56015,17.07684,16.70613,0.1809436
18.82215,17.78672,17.26291,16.88925,16.68503,0.1063798
18.50526,17.29201,16.80853,16.55174,16.35663,0.03776548
19.9491,18.77911,17.57122,17.07754,16.68667,0.2138376
20.52073,18.24641,16.8669,16.36702,16.01074,0.2150683
21.77232,19.33284,17.94945,17.41593,17.04161,0.217046
19.68506,19.44475,19.40045,19.27613,19.29288,1.763805
21.13028,19.02114,17.81441,17.27197,16.79304,0.1384767
21.40927,19.45921,18.03037,17.50729,17.13854,0.2199976
23.34169,22.28395,20.73046,19.76143,19.29592,0.4898414
27.04459,21.99544,20.64254,19.27613,18.65993,0.6400722
19.02089,18.1265,17.90162,17.81038,17.84084,0.000406841
22.43741,21.82806,20.53895,19.71057,19.33083,0.5162643
20.3365,19.07644,18.89763,18.81419,18.82821,0.000108253
21.24856,18.96206,17.62253,17.09309,16.73956,0.2154253
21.09558,20.70257,19.90391,19.17521,18.85605,0.6320672
25.67689,21.72633,20.72066,19.44213,18.67148,-7.03E-05
22.14753,21.2775,20.70144,19.82115,19.40136,0.7487409
23.05152,23.28153,20.92508,19.86046,19.67577,0.6298673
21.93821,21.58859,20.41393,19.37206,18.911,0.6129924
25.11051,22.13838,20.73468,19.61327,19.03941,0.7497728
23.07573,22.31668,20.36,19.30626,18.91722,0.5172417
24.20086,22.857,21.4018,20.18904,19.79327,0.6129721
19.2626,17.31194,16.36349,15.92239,15.56681,0.08126968
20.21135,19.77,19.80032,19.82771,20.13923,-7.69E-05
20.52675,18.60895,17.51651,17.0669,16.73094,0.1511528
21.82394,20.12267,18.59797,18.02186,17.61206,0.2970303
22.02515,21.34275,21.27592,21.11901,21.42828,-5.65E-05
22.33961,21.64794,20.43956,19.61277,19.30073,0.5169908
23.14476,22.58664,20.83388,19.55649,19.09076,0.6407162
24.50061,22.33742,20.86004,19.23489,18.29092,9.566391E-05
23.96774,22.22265,20.54683,19.26854,18.50834,3.376895E-05
23.81194,22.02348,20.27763,19.00416,18.30201,3.619798E-05
23.66386,21.44235,19.96777,19.26194,18.78011,0.000146451
20.25157,18.8002,17.99653,17.66563,17.46643,6.831409
22.22061,19.78261,18.3945,17.73774,17.15811,0.1206641
23.81397,21.08947,19.23348,18.23505,17.64925,-3.78E-06
22.55863,20.48786,19.55894,19.10798,18.84195,0.00015042
23.68547,20.71624,19.18186,17.85264,17.13495,0.000186619
23.93047,21.87216,20.08407,18.65433,17.85166,7.003697E-05
23.04652,21.15069,19.68755,18.93389,18.31089,0.3454711
24.16073,22.02225,20.34216,19.11967,18.40646,0.000144886
22.74366,19.92232,18.43532,17.23545,16.57985,-4.50E-05
19.8797,18.34594,17.53673,17.15669,16.91611,0.000146543
20.90294,18.65942,17.28951,15.81657,15.01777,7.818894E-05
23.08759,20.064,18.62876,17.21033,16.4419,4.954564E-06
20.1185,18.76559,18.16408,17.91768,17.74884,-4.76E-05
17.95963,16.67808,16.2751,16.1347,16.0455,-1.10E-05
17.2571,15.65451,15.13963,14.55403,14.33518,0.000631122
16.72386,15.47946,14.93361,14.68833,14.46396,-7.16E-06
24.53292,22.00744,20.53877,19.3662,18.68954,0.000287598
25.731,22.05696,20.56976,19.09907,18.28808,-0.000112675
23.51044,21.71689,20.30593,18.64044,17.69074,5.342845E-05
23.52398,20.47836,18.94851,17.78664,17.17399,0.000169208
21.89268,20.01649,19.21969,18.92585,18.65686,0.000120506
19.10958,17.69579,17.04789,16.77481,16.62745,-9.38E-05
22.94028,22.19016,20.66004,19.04903,18.20547,-9.11E-05
23.98131,21.82332,20.41119,19.01292,18.24862,0.000291844
21.78941,20.55321,20.16495,19.96904,19.81425,0.000146381
23.61712,21.48019,19.85939,18.77537,18.13088,-4.07E-05
24.41146,20.83735,19.36482,18.0822,17.43204,-9.94E-05
21.91278,19.49819,18.09207,16.46411,15.5913,5.079697E-05
19.63778,18.29023,17.71535,17.4714,17.36381,-3.66E-05
20.7178,19.11912,18.48478,18.22583,18.14526,-7.91E-06
19.9792,18.48891,17.8247,17.577,17.41233,0.000201344
18.94514,18.96804,19.34129,19.5807,19.91593,1.758025E-05
21.73818,20.26633,19.32409,18.64037,18.23833,0.06774854
24.30594,21.32394,20.20403,19.76838,19.6311,0.1064974
23.66112,21.46922,19.91449,18.49131,17.66784,0.00017348
24.12604,21.7941,20.50462,19.89066,19.45485,0.00013658
24.23663,21.2977,19.29413,18.23346,17.55849,2.351907E-05
24.80083,20.60014,18.60364,17.56934,16.91401,0.000189857
21.81613,19.8461,18.81239,18.28025,17.90438,0.7928632
21.56131,19.00726,17.35407,16.21972,15.57144,4.88461E-05
23.4298,21.84564,20.46704,19.8272,19.33112,8.188075E-05
23.5549,21.80305,20.52037,19.90325,19.38485,0.000319406
23.05519,21.0844,20.05263,19.5202,19.15112,-3.31E-05
23.18019,21.9073,20.83925,20.27581,19.94819,-7.30E-05
23.93647,21.4772,20.18998,19.90032,19.60223,0.000251664
23.30542,21.1049,19.54704,17.82909,16.79838,0.000107977
23.17046,21.0953,19.35536,17.87079,17.02361,7.076E-05
23.19328,20.50146,18.76668,17.50691,16.76992,0.000222283
21.00094,19.14767,18.19682,17.69218,17.33087,0.000163052
20.53206,18.88284,17.97522,17.53671,17.20812,5.735778
23.01229,22.03797,20.14193,18.94084,18.19305,7.255869E-05
25.05247,20.97276,19.38817,17.90657,17.05895,1.833553E-05
23.25021,22.26005,20.24752,19.11591,18.32007,0.000143465
23.97118,21.92342,20.18821,18.60859,17.68421,0.000124272
24.33219,22.17765,20.10518,19.01797,18.26477,-6.20E-05
24.27649,21.11861,19.6293,18.73325,18.0932,0.1500245
23.90051,23.01451,20.83353,19.15622,18.14078,0.00014252
23.85991,21.54708,19.96898,19.28433,18.75725,7.803761E-05
23.98831,21.94971,20.37189,18.49504,17.40354,0.000183654
24.61088,21.56114,19.56373,18.48686,17.75546,0.000133483
22.60194,21.19356,20.05411,19.46768,19.11893,0.000129576
21.39462,19.59987,18.55579,18.00434,17.59952,2.763389E-05
23.92008,20.16455,18.53107,17.80296,17.2596,9.468036E-05
19.78312,20.18135,18.43173,17.48526,16.35212,6.718922
25.46549,22.85027,21.25388,19.41637,18.30636,-5.56E-05
24.22861,22.28012,20.16984,18.82136,17.95786,5.217568E-05
24.80861,22.34937,20.28984,19.19347,18.45551,5.998278E-05
24.29788,22.40334,20.29566,19.40872,18.74882,0.000264392
23.21016,21.86369,20.49142,19.91548,19.56652,0.00032991
24.57366,21.81657,20.35443,18.66669,17.73915,-2.65E-05
23.75249,21.70497,20.20897,18.53264,17.66525,4.001053E-05
23.43195,21.6987,19.66536,18.52772,17.74081,2.138185E-05
23.94023,21.51315,19.37159,18.444,17.55557,-1.83E-05
23.14421,20.63007,18.65616,17.49069,16.75265,0.000246133
21.6951,18.73795,17.28358,15.95182,15.23054,9.003538E-05
21.53102,19.05379,17.53964,15.8178,14.8486,6.57652E-05
22.59831,20.93246,19.68542,19.02744,18.57817,0.000225577
20.89515,19.09519,18.18135,17.70837,17.34749,7.295106E-05
21.07529,19.39137,18.45555,17.96995,17.60435,9.313344E-05
20.68452,19.11399,29.72628,17.03327,17.14878,0.2588234
22.93546,21.99896,20.63778,19.50391,18.9636,0.2174197
23.64798,20.89486,19.45195,18.54161,17.88617,0.1193381
23.89396,22.87501,20.39773,19.09535,18.19284,0.000201165
23.68816,22.0488,20.28623,19.24136,18.36084,0.7364672
23.56268,21.62398,19.62955,18.65778,17.93125,-2.58E-05
25.77254,21.5388,19.45551,18.13585,17.3974,0.000206816
23.42336,21.92357,19.72711,18.18486,17.16607,2.371952E-05
18.49379,20.04382,17.27078,18.78956,18.6592,2.056964
22.13169,21.55615,19.68527,18.64599,17.71867,1.203081
23.0314,21.59242,19.85168,18.85503,18.07004,0.000315181
24.74825,22.99004,20.58428,19.41774,18.56742,0.000222626
23.42741,21.93971,19.84808,18.6743,17.80898,0.7065571
24.80422,21.90656,19.88058,18.82222,18.03336,0.000400102
25.86871,22.09354,19.76516,18.57436,17.77767,6.170919E-05
25.245,21.58285,19.56374,18.30131,17.34281,0.7411852
23.27868,20.84488,19.04355,18.02439,17.26205,0.9617671
23.85631,21.01041,19.00546,17.7781,16.84471,-6.64E-05
22.7828,20.60978,19.15106,17.77294,16.98434,-8.27E-06
21.70867,19.13113,17.74629,16.47267,15.77416,0.000177195
23.85326,22.10107,20.19121,19.10686,18.32265,-0.002394743
23.77363,23.73782,20.57183,18.09648,16.42642,0.000152373
24.0239,22.1985,20.30079,19.27073,18.46774,4.043373
24.90958,22.49853,20.25162,19.07471,18.25561,1.499575E-05
23.95952,21.41365,19.85798,18.60317,17.9468,0.000138138
23.33988,21.11764,19.61424,18.00583,17.15178,7.301341E-05
22.8725,21.71457,19.97246,18.09763,16.72676,9.838161E-05
23.05198,21.63699,19.44228,17.07314,15.65888,0.000112025
23.13888,20.80398,19.35487,17.79135,16.95224,0.000223874
22.98707,21.95862,19.29803,17.47552,15.87559,0.000461051
22.68819,20.93809,19.45111,18.00076,17.23729,0.000290104
21.73027,19.35065,17.84483,16.2394,15.38888,3.64594E-05
22.50948,19.98969,17.93554,16.73011,15.87877,0.000119968
21.80662,21.30276,19.80096,18.65604,17.69506,6.984716
24.19699,22.26999,20.3874,19.40802,18.70756,8.29499E-05
25.33603,22.46432,20.3565,19.12495,18.36011,-0.004020306
24.99569,22.35487,20.15486,19.057,18.21775,0.000176552
25.04223,22.28828,20.44892,19.41447,18.67152,4.047996
25.02658,22.12057,19.92333,18.67892,17.86789,-8.29E-05
21.58409,18.81102,17.39306,16.22347,15.59782,0.000374018
23.57304,20.20344,18.40826,17.55132,16.90395,0.000208108
22.48956,19.88562,17.9311,16.78775,15.98045,0.000181004
21.79842,19.35334,18.01153,16.84269,16.19164,0.000164452
23.61534,22.89736,20.80227,18.81334,17.69087,9.980165E-05
24.67649,22.8217,20.67992,19.31088,18.4619,0.000216916
24.35106,22.11944,20.3037,19.10398,18.4269,0.000192536
21.84163,20.3924,19.63535,19.22149,19.09953,0.000127134
24.63164,22.11296,20.0122,18.64193,17.82671,-2.58E-05
22.80605,20.15408,18.70986,16.89187,15.89574,0.000100892
23.52356,21.9736,20.31536,19.03306,18.36113,9.188639E-05
22.96411,22.68947,20.79805,19.18876,18.19518,9.464921E-05
22.95741,20.79783,18.95484,17.82407,17.14046,0.00013466
24.65014,21.36749,19.63119,18.58617,17.97836,-1.76E-05
22.34234,20.29365,18.79619,16.78444,15.63395,5.959619E-05
23.5059,22.35237,20.57704,19.39672,18.65655,0.00010235
24.28617,22.88711,21.06985,19.5249,18.62384,1.243409E-05
23.41147,22.26331,20.4281,19.31227,18.67358,0.000135833
23.50604,21.79498,20.23082,18.45563,17.4553,0.0001442
22.07539,19.65549,18.18551,16.59459,15.73603,9.651339E-05
20.85106,19.60946,19.05657,18.77596,18.6228,0.000910346
24.50962,22.3877,20.70609,19.41072,18.86567,0.000302124
23.7337,20.73441,19.12224,18.00008,17.3822,0.000107855
21.83431,20.62527,20.38442,20.36556,20.28767,0.000470981
19.5478,18.23257,17.61664,17.23762,17.07785,0.08769291
19.90192,18.42784,17.59014,17.20581,16.86162,0.1101618
18.25835,17.06818,16.49796,16.11042,15.91178,0.08569794
21.03074,20.44132,20.29874,20.19501,20.07808,0.7551564
19.82566,17.97278,17.00699,16.58673,16.26881,0.08302145
20.60095,18.54024,17.48011,17.05743,16.72179,0.1091359
20.52066,19.54289,19.34783,19.25634,19.23335,-0.000294161
18.84993,17.14941,16.71698,16.45049,16.33658,0.04086484
21.67086,19.51961,18.11717,17.57833,17.26328,0.2118694
19.43923,19.14275,18.95276,19.10935,19.01275,0.8053297
19.90787,18.00432,17.06703,16.65265,16.30695,0.08451748
19.10206,17.08959,16.10446,15.67268,15.322,0.08757104
18.39317,17.28114,16.81574,16.47314,16.32967,0.08500416
19.51545,17.5336,16.54985,16.09873,15.74464,0.08610872
24.24409,21.58362,20.30545,19.26908,19.00358,0.6360368
22.72658,20.73571,19.76412,19.45262,19.18737,0.1935786
20.66927,19.54079,18.42058,17.8601,17.48919,0.1811823
20.56993,18.81027,17.60891,17.12803,16.76946,0.1842641
18.51942,16.74492,15.84739,15.40354,15.0956,0.08403751
18.87784,17.12321,16.23688,15.86147,15.5801,0.0975197
18.29749,16.85361,16.17976,15.80544,15.52423,0.06387816
20.06661,18.15875,17.18544,16.66933,16.25788,0.08495665
20.64124,18.62153,17.39977,16.93414,16.61479,0.184359
24.75027,20.63496,19.98077,19.15151,18.68306,7.371557E-05
17.94349,16.91507,16.82767,16.83574,16.88419,4.654909E-05
18.34524,16.6413,15.97324,15.71729,15.58998,6.822751E-05
19.20897,18.06102,17.6359,17.47306,17.40675,0.00012498
18.39058,16.48621,15.60406,15.18717,14.87708,0.063648
19.09332,18.1673,17.7877,17.62732,17.59123,0.000245556
18.78144,18.7432,18.4727,18.41987,18.49169,1.302879
19.05042,17.34252,16.68737,16.44467,16.34096,-0.000145626
18.7898,17.45227,16.88263,16.63431,16.4868,-8.78E-05
16.67522,15.69003,15.37462,15.23484,15.19666,0.000171191
18.15132,16.74434,16.20806,16.01938,15.939,-1.94E-05
22.0669,22.20513,20.36732,19.47029,19.23658,0.5145441
22.60643,21.59316,20.02138,19.21312,18.69821,0.528631
21.84344,21.31222,21.3166,21.36897,20.95691,2.097085
22.06079,21.50686,21.33874,21.4261,21.05622,-0.00053164
19.94264,18.23031,17.0212,16.48167,16.13237,0.2145701
20.3509,19.4346,19.25553,19.05734,18.71525,0.000628347
19.5941,17.75716,16.83972,16.42016,16.09814,0.08292848
20.32793,18.68221,17.57241,17.04438,16.67343,0.18842
20.59305,18.93301,17.69273,17.193,16.8534,0.1892761
18.62551,17.23164,16.55932,16.1805,15.91817,0.06380931
19.93109,19.07762,18.78415,18.68192,18.59698,0.000429591
16.96837,15.52211,15.01767,14.81456,14.73005,2.08643E-05
22.1828,20.2817,18.63662,18.02476,17.66446,0.2963246
17.97117,16.97797,16.66794,16.54016,16.53341,-0.000113095
18.53201,16.7881,16.07663,15.7843,15.63528,6.544802E-05
23.86411,22.29754,20.65447,19.65278,19.20993,0.5286006
25.54012,21.98265,20.12934,19.20802,18.72503,0.5286931
21.55103,20.90965,20.69663,20.63255,20.21943,2.5088
22.15346,20.09577,19.22597,18.88787,18.5936,3.272694E-05
21.27062,19.89414,19.34015,19.11329,18.99796,-0.000103012
20.71472,18.78972,17.69306,17.21485,16.84124,0.1372757
18.98242,17.70605,16.9146,16.47284,16.1665,0.1410411
19.96317,17.41812,16.41771,15.99785,15.76099,0.000100542
16.53883,15.41895,14.83148,14.54853,14.28232,0.02337503
16.29443,14.99908,14.38147,14.03393,13.76766,0.02373103
19.38302,18.31566,17.71927,17.34785,17.14929,0.1185975
20.07714,18.40959,17.76102,17.51729,17.41788,0.000253977
20.60587,18.65974,17.56548,17.11431,16.73814,0.1366601
19.78388,18.50239,17.65945,17.17431,16.85734,0.1856458
19.47341,17.39454,16.41801,16.01307,15.76206,0.000381929
20.71436,19.80129,19.60905,19.53082,19.56621,0.000661013
19.83481,18.06367,17.169,16.76156,16.46476,0.08505128
18.42792,17.16193,16.68961,16.53239,16.4568,-2.24E-05
19.47885,17.58269,16.7556,16.35475,16.10601,0.08455453
16.26088,15.3302,14.90375,14.7409,14.69645,0.000518117
17.55398,16.31082,15.82231,15.63342,15.53234,0.000188813
17.33787,16.3675,16.08342,15.96498,15.93136,2.043099E-05
18.95832,18.0447,17.77005,17.67359,17.74159,0.000492301
23.83618,21.89131,19.97871,19.16441,18.81156,0.4615054
24.7927,21.81846,20.81453,20.71202,20.54263,3.602047
20.27305,20.19496,20.5161,20.961,20.9895,-0.000302508
19.6236,18.15878,17.41264,17.02593,16.73645,0.08555816
21.17408,19.84596,19.64344,19.63906,19.53621,2.961194
19.70761,18.22243,17.63529,17.42161,17.30422,-0.000131981
18.08446,16.73622,16.19589,15.99809,15.89384,0.00029644
15.96412,15.86999,16.22021,16.49445,16.7557,6.32985E-05
21.72797,21.35609,21.16358,21.25684,21.05686,-3.94E-05
19.78224,18.35583,17.66836,17.2903,17.06373,0.08158669
20.65808,18.28288,17.04025,16.60876,16.24958,0.1786865
18.26448,16.6562,15.8313,15.35966,15.03571,0.07483354
18.3989,17.61149,17.3524,17.08966,17.05099,0.07514119
20.40052,18.51476,17.59424,17.17856,16.84675,0.08112979
19.69755,18.76486,18.54573,18.45261,18.45708,0.000105089
19.92257,17.50761,16.50246,16.14782,15.97068,4.78414E-05
19.88977,18.84047,18.36766,18.17933,18.08265,0.000370231
15.78534,14.84188,14.47688,14.3337,14.30313,-0.000299698
17.09163,15.73196,15.22527,15.04325,14.9832,-0.000149122
19.0498,18.3845,18.10804,17.87833,17.80309,1.451206
16.65257,15.7098,15.49615,15.42294,15.44083,4.086982E-05
23.15174,22.49121,20.88437,19.99694,19.6512,0.4539107
21.84736,20.53325,20.02551,19.7788,19.61259,0.000386151
19.69426,17.63625,16.79233,16.50563,16.34142,7.238414E-05
19.37938,17.4155,16.3559,15.93132,15.57422,0.1130015
19.72716,17.78865,16.96054,16.66262,16.48915,-0.000121431
19.52571,17.74521,16.76546,16.32036,15.99769,0.1130972
19.77363,18.30263,17.4244,17.00436,16.70448,0.1770929
18.4452,16.90764,16.22432,15.88036,15.62404,0.117861
19.04497,18.16051,17.79134,17.65719,17.60881,0.001049675
24.76331,25.76896,23.12049,19.92118,18.20401,0.000135883
23.52819,23.56598,21.28323,20.02473,19.72794,0.6373697
19.00587,17.81961,17.20445,16.80983,16.60654,0.08503134
19.81093,17.96043,17.02221,16.61287,16.30746,0.08848357
22.16834,21.88635,20.17642,19.01353,18.37342,0.6538065
24.05503,21.42526,19.96373,19.52235,19.05367,0.1908314
24.43772,22.18003,20.35276,19.42275,19.07722,0.4422025
22.83401,19.67246,18.25688,17.68205,17.34019,0.2505213
21.39698,19.92664,19.36363,19.18868,19.04313,0.000290882
18.47584,17.35002,16.7141,16.28406,16.05255,0.08515193
19.49601,17.77888,16.89775,16.46239,16.14923,0.0858928
22.91217,21.41091,19.54791,18.90472,18.50779,0.3619306
19.71955,18.37153,17.73658,17.44432,17.19611,0.08183071
19.64462,18.21688,17.56463,17.22387,17.02611,0.08154684
21.85268,19.82466,18.20371,17.6565,17.30138,0.3096482
16.22864,15.0852,14.46472,14.17312,13.91586,0.01865457
24.30233,22.59276,20.97605,19.82984,19.25297,0.5812069
22.90912,21.80669,20.86857,20.0536,19.5823,0.5804988
24.50947,21.27519,19.80161,18.94684,18.42833,0.4914061
19.83752,18.9753,18.62543,18.50121,18.46435,8.139266E-05
19.43291,18.6009,18.66777,18.75788,18.79719,0.000994011
19.13145,18.17013,17.8436,17.71878,17.73211,-1.25E-05
19.11052,17.02411,16.02427,15.57432,15.20273,0.08266958
23.31781,21.61236,19.93574,19.01349,18.6268,0.5036176
22.72495,21.42818,19.82401,18.8015,18.39273,0.5744608
21.5593,20.18875,20.33766,20.30925,20.664,0.000132402
19.96758,18.9535,18.55179,18.4032,18.27066,0.000315729
20.03535,18.54856,17.83372,17.39939,17.11222,0.08532061
17.68518,16.20686,15.42145,14.98149,14.64197,0.04452853
19.11467,17.84643,17.12641,16.74896,16.49077,0.08230802
20.75451,18.83178,17.90121,17.46423,17.14715,0.1497382
21.38901,20.90175,20.79109,20.77459,20.52357,2.321706
24.68729,21.02763,19.17496,18.46192,17.95231,0.4092829
18.39296,17.49385,17.22535,17.12358,17.09931,9.582328E-05
19.01559,17.80189,17.18863,16.85381,16.61382,0.08212037
19.68741,17.38227,16.34786,15.9843,15.78759,-8.69E-05
19.75436,18.62225,18.19727,18.06223,18.01107,2.887023E-05
17.8022,16.76856,16.33308,16.02335,15.87057,0.0830057
19.67202,19.72961,19.77903,19.38518,19.53224,1.838835
19.51907,18.36065,17.76809,17.42816,17.22681,0.10514
20.17414,17.59556,16.36859,15.85578,15.53702,-8.63E-05
19.29308,18.47758,18.36399,18.39087,18.25574,0.02436149
17.9763,17.08,16.7816,16.66504,16.64398,-2.54E-05
22.3235,20.40996,19.21086,18.95447,18.85582,0.000117949
18.9988,17.60707,16.87988,16.47918,16.26476,0.07226308
19.88049,19.67401,19.96881,20.19641,20.27463,-0.000376471
18.84921,17.92129,17.39355,17.08499,16.92047,0.1940485
20.12092,20.02662,19.65976,19.81951,19.9707,1.305575
24.21227,22.30568,20.47997,19.4374,18.90766,0.5504659
23.65512,21.63687,20.52678,19.69295,19.28168,0.5431396
24.30338,22.73018,21.07307,19.91785,19.49048,0.6027064
21.93937,22.17522,20.44806,19.4577,19.22457,0.5495725
18.83069,18.54494,18.64672,18.51965,18.56865,0.5896969
20.58196,18.52563,17.48267,16.92198,16.50097,0.1071129
19.69208,18.25081,17.30065,16.86697,16.5043,0.137747
20.17871,18.33077,17.18431,16.70648,16.30605,0.1375656
19.98662,17.90258,16.74931,16.31275,15.90289,0.1367611
20.93964,18.39151,17.27367,16.69874,16.38015,0.1372436
19.77131,18.32229,17.50214,17.04834,16.73315,0.1157636
21.19493,20.93036,20.90922,20.79857,20.41242,2.20543
24.84462,22.33563,20.7781,19.97842,19.47718,0.4983152
22.55511,21.69983,20.02809,18.9887,18.51096,0.5420105
23.28062,22.74887,21.27503,20.01319,19.30832,0.6872699
20.6388,18.21874,16.96353,16.43596,16.06759,0.1486553
14.87345,13.67899,13.528,13.65715,14.42121,0.005892978
18.19187,18.48101,24.80204,24.36181,22.82691,0.005982158
20.90088,19.57321,19.06215,18.81367,18.49092,0.00590554
20.35636,18.29777,17.25253,16.8087,16.41891,0.1159932
19.48925,17.67984,16.69324,16.14979,15.68991,0.071994
19.97363,18.41303,17.51678,17.08199,16.74931,0.1158881
21.07104,18.91115,17.88751,17.45102,17.15392,0.1516207
23.77987,22.23835,20.75567,19.748,19.36913,0.5424958
23.24579,21.60042,20.54763,19.73999,19.34863,0.5397905
25.43841,22.36211,20.61247,19.59012,19.09737,0.5136912
26.97215,22.69583,20.68301,19.53118,19.27089,0.5385669
25.3779,24.63591,22.1596,20.32657,19.62255,0.7441044
19.28437,18.04276,17.27306,16.81704,16.54172,0.1787808
18.90925,17.46945,16.60372,16.14974,15.93569,0.1379324
19.38025,17.96329,17.4188,17.07795,16.94486,0.08027805
19.60658,18.10831,17.25215,16.81725,16.5025,0.1388942
23.11996,21.23649,19.43574,18.78605,18.41419,0.2903576
26.62215,21.85978,20.205,19.12776,18.49511,0.5542005
22.88935,21.58105,20.2886,19.48747,19.25262,0.514715
23.76718,22.27103,20.82707,19.86537,19.45753,0.6572605
25.33195,23.06608,21.11244,19.96851,19.62809,0.5594754
19.79904,18.72347,18.8249,18.97001,19.12572,-0.000442476
19.48379,18.34287,17.60297,17.16816,16.91958,0.1814919
24.56457,20.87034,19.1132,18.47152,18.12207,0.3418899
24.30269,22.34073,20.68991,19.67513,19.19269,0.54037
22.99456,22.19705,20.54511,19.40164,18.92177,0.5987886
23.5677,21.96406,20.30933,19.30219,18.85301,0.5153909
25.13416,21.99802,20.32107,19.43097,18.90723,0.5353832
25.46146,22.25293,20.70019,19.56574,19.06079,0.5584228
